date,open,high,low,close
2024-02-13 02:00:00,1.2621,1.26211,1.26179,1.2618
2024-02-13 02:05:00,1.2618,1.2618,1.26162,1.26172
2024-02-13 02:10:00,1.26173,1.26182,1.26168,1.26178
2024-02-13 02:15:00,1.26178,1.26182,1.26152,1.26152
2024-02-13 02:20:00,1.26152,1.26153,1.26137,1.26142
2024-02-13 02:25:00,1.26142,1.26152,1.26136,1.26142
2024-02-13 02:30:00,1.26142,1.26152,1.26136,1.26147
2024-02-13 02:35:00,1.26147,1.26151,1.26128,1.26129
2024-02-13 02:40:00,1.2613,1.26132,1.26115,1.26129
2024-02-13 02:45:00,1.26128,1.26131,1.26118,1.26122
2024-02-13 02:50:00,1.26121,1.26132,1.26117,1.26132
2024-02-13 02:55:00,1.26132,1.26154,1.26131,1.26144
2024-02-13 03:00:00,1.26143,1.26152,1.26133,1.26136
2024-02-13 03:05:00,1.26136,1.26142,1.26116,1.2612
2024-02-13 03:10:00,1.26119,1.26133,1.26113,1.26129
2024-02-13 03:15:00,1.2613,1.26138,1.26122,1.26122
2024-02-13 03:20:00,1.26121,1.2613,1.26115,1.26128
2024-02-13 03:25:00,1.26128,1.2614,1.26128,1.26132
2024-02-13 03:30:00,1.26131,1.26132,1.26124,1.2613
2024-02-13 03:35:00,1.2613,1.26142,1.26128,1.2614
2024-02-13 03:40:00,1.2614,1.26152,1.2614,1.26144
2024-02-13 03:45:00,1.26143,1.26145,1.26132,1.26132
2024-02-13 03:50:00,1.26133,1.26134,1.26112,1.26114
2024-02-13 03:55:00,1.26113,1.26128,1.26109,1.26111
2024-02-13 04:00:00,1.2611,1.26115,1.26093,1.26105
2024-02-13 04:05:00,1.26104,1.26115,1.26102,1.26104
2024-02-13 04:10:00,1.26104,1.26134,1.26104,1.26132
2024-02-13 04:15:00,1.26134,1.26146,1.26128,1.26128
2024-02-13 04:20:00,1.26129,1.26132,1.2612,1.26131
2024-02-13 04:25:00,1.26132,1.26135,1.26127,1.26132
2024-02-13 04:30:00,1.26132,1.26133,1.2612,1.26123
2024-02-13 04:35:00,1.26124,1.26132,1.2612,1.2613
2024-02-13 04:40:00,1.26131,1.26134,1.26121,1.26124
2024-02-13 04:45:00,1.26124,1.26125,1.2612,1.26124
2024-02-13 04:50:00,1.26125,1.26125,1.26115,1.26118
2024-02-13 04:55:00,1.26119,1.26128,1.26115,1.26122
2024-02-13 05:00:00,1.26122,1.26144,1.2612,1.26141
2024-02-13 05:05:00,1.26142,1.26155,1.26142,1.26154
2024-02-13 05:10:00,1.26153,1.26178,1.26152,1.26174
2024-02-13 05:15:00,1.26173,1.26174,1.26168,1.26169
2024-02-13 05:20:00,1.26168,1.26173,1.26161,1.26173
2024-02-13 05:25:00,1.26172,1.26188,1.2617,1.26184
2024-02-13 05:30:00,1.26184,1.26191,1.26178,1.26187
2024-02-13 05:35:00,1.26186,1.26191,1.2618,1.26182
2024-02-13 05:40:00,1.26181,1.26187,1.26165,1.26166
2024-02-13 05:45:00,1.26164,1.26168,1.26148,1.26155
2024-02-13 05:50:00,1.26156,1.26165,1.26155,1.2616
2024-02-13 05:55:00,1.26159,1.26162,1.26148,1.2615
2024-02-13 06:00:00,1.2615,1.26179,1.26147,1.26168
2024-02-13 06:05:00,1.26168,1.26178,1.26162,1.26173
2024-02-13 06:10:00,1.26174,1.26186,1.26168,1.26179
2024-02-13 06:15:00,1.26178,1.26194,1.26178,1.26184
2024-02-13 06:20:00,1.26184,1.26193,1.26179,1.2619
2024-02-13 06:25:00,1.2619,1.26199,1.26185,1.26198
2024-02-13 06:30:00,1.26197,1.26202,1.26196,1.26199
2024-02-13 06:35:00,1.262,1.26212,1.26199,1.26211
2024-02-13 06:40:00,1.2621,1.26227,1.26209,1.26213
2024-02-13 06:45:00,1.26212,1.2622,1.26204,1.2621
2024-02-13 06:50:00,1.2621,1.26227,1.26204,1.26219
2024-02-13 06:55:00,1.2622,1.26238,1.26186,1.26196
2024-02-13 07:00:00,1.26197,1.2641,1.26197,1.2639
2024-02-13 07:05:00,1.26389,1.26416,1.26374,1.26393
2024-02-13 07:10:00,1.26391,1.26436,1.2638,1.2643
2024-02-13 07:15:00,1.26432,1.2649,1.26426,1.26485
2024-02-13 07:20:00,1.26484,1.26508,1.26424,1.26428
2024-02-13 07:25:00,1.26428,1.26431,1.2639,1.26428
2024-02-13 07:30:00,1.26428,1.26518,1.264,1.26516
2024-02-13 07:35:00,1.26516,1.26559,1.26489,1.26516
2024-02-13 07:40:00,1.26516,1.26519,1.2644,1.26441
2024-02-13 07:45:00,1.2644,1.26531,1.26415,1.26498
2024-02-13 07:50:00,1.26498,1.26508,1.26474,1.26483
2024-02-13 07:55:00,1.26482,1.26537,1.26482,1.26524
2024-02-13 08:00:00,1.26523,1.26544,1.26506,1.26529
2024-02-13 08:05:00,1.2653,1.26537,1.2649,1.26498
2024-02-13 08:10:00,1.26498,1.26519,1.26475,1.2648
2024-02-13 08:15:00,1.26482,1.26494,1.26465,1.2647
2024-02-13 08:20:00,1.2647,1.26471,1.26439,1.2645
2024-02-13 08:25:00,1.2645,1.26483,1.2643,1.2644
2024-02-13 08:30:00,1.2644,1.2645,1.26412,1.26449
2024-02-13 08:35:00,1.26449,1.26459,1.2643,1.26436
2024-02-13 08:40:00,1.26435,1.2645,1.26386,1.26387
2024-02-13 08:45:00,1.26388,1.26399,1.26365,1.26368
2024-02-13 08:50:00,1.26368,1.26404,1.26366,1.26378
2024-02-13 08:55:00,1.26377,1.26426,1.26374,1.26426
2024-02-13 09:00:00,1.26427,1.26451,1.26408,1.26426
2024-02-13 09:05:00,1.26427,1.26433,1.26378,1.26378
2024-02-13 09:10:00,1.26376,1.2642,1.26363,1.26403
2024-02-13 09:15:00,1.26402,1.26439,1.26398,1.26411
2024-02-13 09:20:00,1.26411,1.2645,1.26406,1.2645
2024-02-13 09:25:00,1.26449,1.26493,1.26443,1.26469
2024-02-13 09:30:00,1.2647,1.26499,1.26457,1.2649
2024-02-13 09:35:00,1.26489,1.26512,1.2648,1.26488
2024-02-13 09:40:00,1.26489,1.26502,1.26464,1.26497
2024-02-13 09:45:00,1.26498,1.26522,1.26498,1.2652
2024-02-13 09:50:00,1.2652,1.2653,1.26498,1.2652
2024-02-13 09:55:00,1.26521,1.2655,1.26518,1.26547
2024-02-13 10:00:00,1.26548,1.26586,1.26548,1.26577
2024-02-13 10:05:00,1.26576,1.26634,1.26576,1.26622
2024-02-13 10:10:00,1.26621,1.26627,1.26596,1.26605
2024-02-13 10:15:00,1.26606,1.26652,1.26605,1.26635
2024-02-13 10:20:00,1.26635,1.26693,1.26626,1.26658
2024-02-13 10:25:00,1.26658,1.26658,1.26611,1.26644
2024-02-13 10:30:00,1.26643,1.2668,1.26643,1.26666
2024-02-13 10:35:00,1.26666,1.2669,1.26662,1.26674
2024-02-13 10:40:00,1.26673,1.26687,1.2664,1.26679
2024-02-13 10:45:00,1.2668,1.26684,1.26644,1.26655
