<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.12	00:10:00	1.27431	1.27515	1.27334	1.27455	22	0	151
2024.01.12	00:15:00	1.27455	1.27571	1.27455	1.27544	228	0	87
2024.01.12	00:20:00	1.27544	1.27559	1.27529	1.27556	270	0	82
2024.01.12	00:25:00	1.27554	1.27557	1.27483	1.27536	141	0	65
2024.01.12	00:30:00	1.27536	1.27594	1.27519	1.27585	789	0	27
2024.01.12	00:35:00	1.27585	1.27589	1.27576	1.27582	1108	0	22
2024.01.12	00:40:00	1.27584	1.27624	1.27572	1.27620	807	0	28
2024.01.12	00:45:00	1.27620	1.27626	1.27505	1.27606	934	0	34
2024.01.12	00:50:00	1.27607	1.27617	1.27545	1.27579	622	0	30
2024.01.12	00:55:00	1.27579	1.27604	1.27567	1.27597	882	0	25
2024.01.12	01:00:00	1.27607	1.27643	1.27596	1.27636	342	0	5
2024.01.12	01:05:00	1.27636	1.27647	1.27633	1.27638	110	0	5
2024.01.12	01:10:00	1.27639	1.27683	1.27635	1.27683	389	0	5
2024.01.12	01:15:00	1.27682	1.27706	1.27674	1.27705	227	0	5
2024.01.12	01:20:00	1.27705	1.27708	1.27690	1.27703	148	0	5
2024.01.12	01:25:00	1.27702	1.27715	1.27700	1.27705	189	0	5
2024.01.12	01:30:00	1.27705	1.27725	1.27703	1.27724	284	0	5
2024.01.12	01:35:00	1.27723	1.27741	1.27716	1.27722	267	0	5
2024.01.12	01:40:00	1.27722	1.27758	1.27722	1.27754	297	0	5
2024.01.12	01:45:00	1.27754	1.27782	1.27744	1.27777	426	0	5
2024.01.12	01:50:00	1.27777	1.27781	1.27735	1.27744	339	0	5
2024.01.12	01:55:00	1.27744	1.27790	1.27744	1.27785	268	0	5
2024.01.12	02:00:00	1.27785	1.27804	1.27781	1.27790	443	0	5
2024.01.12	02:05:00	1.27790	1.27795	1.27781	1.27788	300	0	5
2024.01.12	02:10:00	1.27788	1.27789	1.27732	1.27740	582	0	5
2024.01.12	02:15:00	1.27740	1.27744	1.27718	1.27736	509	0	5
2024.01.12	02:20:00	1.27736	1.27750	1.27702	1.27712	553	0	5
2024.01.12	02:25:00	1.27712	1.27723	1.27692	1.27703	457	0	5
2024.01.12	02:30:00	1.27704	1.27714	1.27691	1.27693	589	0	5
2024.01.12	02:35:00	1.27693	1.27701	1.27674	1.27675	404	0	5
2024.01.12	02:40:00	1.27676	1.27681	1.27659	1.27676	516	0	5
2024.01.12	02:45:00	1.27677	1.27698	1.27671	1.27691	391	0	5
2024.01.12	02:50:00	1.27691	1.27726	1.27672	1.27722	554	0	5
2024.01.12	02:55:00	1.27722	1.27725	1.27689	1.27699	589	0	5
2024.01.12	03:00:00	1.27698	1.27709	1.27679	1.27691	717	0	5
2024.01.12	03:05:00	1.27691	1.27700	1.27669	1.27683	461	0	5
2024.01.12	03:10:00	1.27683	1.27690	1.27654	1.27685	382	0	5
2024.01.12	03:15:00	1.27685	1.27697	1.27673	1.27696	429	0	5
2024.01.12	03:20:00	1.27696	1.27711	1.27685	1.27710	400	0	5
2024.01.12	03:25:00	1.27711	1.27752	1.27703	1.27735	328	0	5
2024.01.12	03:30:00	1.27735	1.27763	1.27730	1.27757	357	0	5
2024.01.12	03:35:00	1.27757	1.27801	1.27751	1.27794	687	0	5
2024.01.12	03:40:00	1.27794	1.27814	1.27790	1.27802	679	0	5
2024.01.12	03:45:00	1.27802	1.27812	1.27782	1.27800	703	0	5
2024.01.12	03:50:00	1.27800	1.27808	1.27791	1.27803	538	0	5
2024.01.12	03:55:00	1.27802	1.27810	1.27790	1.27803	823	0	5
2024.01.12	04:00:00	1.27803	1.27842	1.27794	1.27835	1301	0	5
2024.01.12	04:05:00	1.27838	1.27850	1.27824	1.27828	635	0	5
2024.01.12	04:10:00	1.27828	1.27835	1.27804	1.27816	832	0	5
2024.01.12	04:15:00	1.27816	1.27834	1.27797	1.27803	738	0	5
2024.01.12	04:20:00	1.27803	1.27816	1.27780	1.27797	499	0	5
2024.01.12	04:25:00	1.27797	1.27813	1.27779	1.27804	417	0	5
2024.01.12	04:30:00	1.27804	1.27810	1.27780	1.27788	477	0	5
2024.01.12	04:35:00	1.27788	1.27793	1.27749	1.27765	624	0	5
2024.01.12	04:40:00	1.27765	1.27776	1.27752	1.27772	514	0	5
2024.01.12	04:45:00	1.27772	1.27791	1.27768	1.27783	592	0	5
2024.01.12	04:50:00	1.27783	1.27808	1.27779	1.27787	554	0	5
2024.01.12	04:55:00	1.27787	1.27788	1.27759	1.27766	511	0	5
2024.01.12	05:00:00	1.27766	1.27782	1.27763	1.27778	283	0	5
2024.01.12	05:05:00	1.27778	1.27813	1.27762	1.27805	337	0	5
2024.01.12	05:10:00	1.27805	1.27805	1.27782	1.27797	299	0	5
2024.01.12	05:15:00	1.27796	1.27797	1.27781	1.27787	254	0	5
2024.01.12	05:20:00	1.27787	1.27801	1.27775	1.27790	405	0	5
2024.01.12	05:25:00	1.27792	1.27803	1.27785	1.27791	349	0	5
2024.01.12	05:30:00	1.27790	1.27793	1.27773	1.27784	410	0	5
2024.01.12	05:35:00	1.27784	1.27784	1.27742	1.27750	440	0	5
2024.01.12	05:40:00	1.27750	1.27764	1.27741	1.27763	352	0	5
2024.01.12	05:45:00	1.27763	1.27780	1.27758	1.27758	373	0	5
2024.01.12	05:50:00	1.27759	1.27776	1.27756	1.27772	206	0	5
2024.01.12	05:55:00	1.27772	1.27772	1.27755	1.27760	290	0	5
2024.01.12	06:00:00	1.27760	1.27761	1.27713	1.27715	416	0	5
2024.01.12	06:05:00	1.27716	1.27738	1.27714	1.27723	355	0	5
2024.01.12	06:10:00	1.27724	1.27731	1.27714	1.27719	316	0	5
2024.01.12	06:15:00	1.27719	1.27724	1.27703	1.27711	399	0	5
2024.01.12	06:20:00	1.27712	1.27725	1.27705	1.27725	421	0	5
2024.01.12	06:25:00	1.27724	1.27733	1.27721	1.27724	360	0	5
2024.01.12	06:30:00	1.27724	1.27735	1.27721	1.27721	237	0	5
2024.01.12	06:35:00	1.27722	1.27730	1.27711	1.27724	303	0	5
2024.01.12	06:40:00	1.27725	1.27741	1.27722	1.27731	468	0	5
2024.01.12	06:45:00	1.27731	1.27735	1.27704	1.27711	197	0	5
2024.01.12	06:50:00	1.27712	1.27730	1.27710	1.27722	258	0	5
2024.01.12	06:55:00	1.27722	1.27750	1.27722	1.27722	281	0	5
2024.01.12	07:00:00	1.27722	1.27742	1.27719	1.27733	213	0	5
2024.01.12	07:05:00	1.27733	1.27763	1.27733	1.27757	275	0	5
2024.01.12	07:10:00	1.27756	1.27762	1.27737	1.27745	604	0	5
2024.01.12	07:15:00	1.27745	1.27764	1.27744	1.27752	429	0	5
2024.01.12	07:20:00	1.27752	1.27764	1.27737	1.27748	462	0	5
2024.01.12	07:25:00	1.27748	1.27756	1.27721	1.27721	330	0	5
2024.01.12	07:30:00	1.27721	1.27721	1.27699	1.27703	468	0	5
2024.01.12	07:35:00	1.27704	1.27736	1.27704	1.27734	393	0	5
2024.01.12	07:40:00	1.27734	1.27734	1.27707	1.27717	385	0	5
2024.01.12	07:45:00	1.27717	1.27718	1.27680	1.27680	360	0	5
2024.01.12	07:50:00	1.27680	1.27717	1.27680	1.27711	293	0	5
2024.01.12	07:55:00	1.27712	1.27745	1.27712	1.27725	279	0	5
2024.01.12	08:00:00	1.27725	1.27743	1.27714	1.27741	338	0	5
2024.01.12	08:05:00	1.27741	1.27751	1.27730	1.27744	311	0	5
2024.01.12	08:10:00	1.27744	1.27782	1.27744	1.27764	434	0	5
2024.01.12	08:15:00	1.27764	1.27774	1.27753	1.27754	329	0	5
2024.01.12	08:20:00	1.27754	1.27767	1.27741	1.27760	439	0	5
2024.01.12	08:25:00	1.27760	1.27768	1.27751	1.27752	287	0	5
2024.01.12	08:30:00	1.27753	1.27755	1.27720	1.27723	430	0	2
2024.01.12	08:35:00	1.27723	1.27729	1.27707	1.27714	352	0	2
2024.01.12	08:40:00	1.27716	1.27727	1.27710	1.27713	293	0	2
2024.01.12	08:45:00	1.27713	1.27745	1.27712	1.27726	399	0	2
2024.01.12	08:50:00	1.27726	1.27756	1.27723	1.27752	424	0	2
2024.01.12	08:55:00	1.27753	1.27785	1.27700	1.27730	681	0	2
2024.01.12	09:00:00	1.27731	1.27786	1.27652	1.27654	1829	0	2
2024.01.12	09:05:00	1.27654	1.27685	1.27630	1.27636	849	0	2
2024.01.12	09:10:00	1.27636	1.27668	1.27634	1.27644	488	0	2
2024.01.12	09:15:00	1.27644	1.27690	1.27632	1.27689	554	0	2
2024.01.12	09:20:00	1.27689	1.27701	1.27663	1.27670	488	0	2
2024.01.12	09:25:00	1.27670	1.27683	1.27642	1.27673	523	0	1
2024.01.12	09:30:00	1.27672	1.27677	1.27568	1.27588	1249	0	1
2024.01.12	09:35:00	1.27588	1.27599	1.27542	1.27560	1095	0	1
2024.01.12	09:40:00	1.27561	1.27615	1.27555	1.27601	862	0	1
2024.01.12	09:45:00	1.27600	1.27616	1.27538	1.27575	1109	0	1
2024.01.12	09:50:00	1.27575	1.27635	1.27574	1.27612	753	0	1
2024.01.12	09:55:00	1.27612	1.27625	1.27552	1.27559	899	0	1
2024.01.12	10:00:00	1.27558	1.27621	1.27531	1.27612	1273	0	1
2024.01.12	10:05:00	1.27612	1.27699	1.27611	1.27677	1200	0	1
2024.01.12	10:10:00	1.27678	1.27719	1.27648	1.27705	1063	0	1
2024.01.12	10:15:00	1.27705	1.27720	1.27660	1.27675	1203	0	1
2024.01.12	10:20:00	1.27675	1.27761	1.27668	1.27754	1111	0	1
2024.01.12	10:25:00	1.27755	1.27795	1.27753	1.27769	971	0	1
2024.01.12	10:30:00	1.27769	1.27786	1.27733	1.27777	818	0	1
2024.01.12	10:35:00	1.27778	1.27795	1.27692	1.27714	941	0	1
2024.01.12	10:40:00	1.27715	1.27723	1.27627	1.27651	1179	0	1
2024.01.12	10:45:00	1.27651	1.27662	1.27618	1.27620	837	0	1
2024.01.12	10:50:00	1.27620	1.27688	1.27608	1.27667	881	0	1
2024.01.12	10:55:00	1.27667	1.27715	1.27662	1.27677	671	0	1
2024.01.12	11:00:00	1.27677	1.27712	1.27673	1.27676	748	0	1
2024.01.12	11:05:00	1.27677	1.27752	1.27664	1.27746	856	0	1
2024.01.12	11:10:00	1.27744	1.27754	1.27716	1.27721	661	0	1
2024.01.12	11:15:00	1.27721	1.27734	1.27678	1.27683	501	0	1
2024.01.12	11:20:00	1.27681	1.27703	1.27645	1.27653	682	0	1
2024.01.12	11:25:00	1.27651	1.27673	1.27626	1.27651	663	0	1
2024.01.12	11:30:00	1.27651	1.27652	1.27587	1.27591	859	0	1
2024.01.12	11:35:00	1.27591	1.27627	1.27576	1.27613	904	0	1
2024.01.12	11:40:00	1.27613	1.27619	1.27588	1.27590	678	0	1
2024.01.12	11:45:00	1.27590	1.27593	1.27540	1.27560	1024	0	1
2024.01.12	11:50:00	1.27560	1.27566	1.27495	1.27511	673	0	1
2024.01.12	11:55:00	1.27511	1.27541	1.27502	1.27523	627	0	1
2024.01.12	12:00:00	1.27522	1.27544	1.27491	1.27504	828	0	1
2024.01.12	12:05:00	1.27504	1.27523	1.27470	1.27510	935	0	1
2024.01.12	12:10:00	1.27510	1.27518	1.27488	1.27509	492	0	1
2024.01.12	12:15:00	1.27509	1.27511	1.27471	1.27486	536	0	1
2024.01.12	12:20:00	1.27486	1.27524	1.27484	1.27523	719	0	1
2024.01.12	12:25:00	1.27523	1.27543	1.27516	1.27535	489	0	1
2024.01.12	12:30:00	1.27536	1.27550	1.27508	1.27532	752	0	1
2024.01.12	12:35:00	1.27532	1.27536	1.27510	1.27529	494	0	1
2024.01.12	12:40:00	1.27528	1.27571	1.27528	1.27544	770	0	1
2024.01.12	12:45:00	1.27544	1.27555	1.27528	1.27534	607	0	1
2024.01.12	12:50:00	1.27534	1.27542	1.27509	1.27536	683	0	1
2024.01.12	12:55:00	1.27537	1.27568	1.27529	1.27548	641	0	1
2024.01.12	13:00:00	1.27547	1.27585	1.27538	1.27550	547	0	1
2024.01.12	13:05:00	1.27550	1.27563	1.27504	1.27515	490	0	1
2024.01.12	13:10:00	1.27515	1.27536	1.27505	1.27514	760	0	1
2024.01.12	13:15:00	1.27514	1.27539	1.27509	1.27534	474	0	1
2024.01.12	13:20:00	1.27534	1.27536	1.27467	1.27469	648	0	1
2024.01.12	13:25:00	1.27469	1.27473	1.27408	1.27419	1224	0	1
2024.01.12	13:30:00	1.27419	1.27427	1.27368	1.27408	768	0	1
2024.01.12	13:35:00	1.27408	1.27415	1.27342	1.27365	664	0	1
2024.01.12	13:40:00	1.27363	1.27379	1.27300	1.27314	752	0	1
2024.01.12	13:45:00	1.27314	1.27325	1.27252	1.27263	936	0	1
2024.01.12	13:50:00	1.27263	1.27307	1.27250	1.27272	1057	0	1
2024.01.12	13:55:00	1.27271	1.27307	1.27250	1.27254	919	0	1
2024.01.12	14:00:00	1.27255	1.27306	1.27238	1.27273	949	0	1
2024.01.12	14:05:00	1.27272	1.27280	1.27208	1.27215	1060	0	1
2024.01.12	14:10:00	1.27215	1.27261	1.27193	1.27246	940	0	1
2024.01.12	14:15:00	1.27246	1.27246	1.27202	1.27226	806	0	1
2024.01.12	14:20:00	1.27226	1.27309	1.27204	1.27290	728	0	1
2024.01.12	14:25:00	1.27289	1.27310	1.27279	1.27286	748	0	1
2024.01.12	14:30:00	1.27286	1.27306	1.27259	1.27275	941	0	1
2024.01.12	14:35:00	1.27275	1.27288	1.27254	1.27283	582	0	1
2024.01.12	14:40:00	1.27282	1.27286	1.27244	1.27286	537	0	1
2024.01.12	14:45:00	1.27286	1.27307	1.27240	1.27285	618	0	1
2024.01.12	14:50:00	1.27285	1.27300	1.27254	1.27287	523	0	1
2024.01.12	14:55:00	1.27286	1.27291	1.27259	1.27277	845	0	1
2024.01.12	15:00:00	1.27277	1.27319	1.27251	1.27304	1072	0	1
2024.01.12	15:05:00	1.27303	1.27327	1.27285	1.27308	1130	0	1
2024.01.12	15:10:00	1.27308	1.27339	1.27289	1.27330	901	0	1
2024.01.12	15:15:00	1.27330	1.27371	1.27315	1.27353	1153	0	1
2024.01.12	15:20:00	1.27354	1.27378	1.27332	1.27349	1255	0	1
2024.01.12	15:25:00	1.27349	1.27406	1.27342	1.27391	1046	0	1
2024.01.12	15:30:00	1.27391	1.27633	1.27390	1.27527	4999	0	1
2024.01.12	15:35:00	1.27526	1.27687	1.27475	1.27645	4085	0	1
2024.01.12	15:40:00	1.27645	1.27645	1.27501	1.27526	3799	0	1
2024.01.12	15:45:00	1.27528	1.27539	1.27405	1.27425	3031	0	1
2024.01.12	15:50:00	1.27426	1.27531	1.27406	1.27525	2353	0	1
2024.01.12	15:55:00	1.27525	1.27564	1.27454	1.27551	2386	0	1
2024.01.12	16:00:00	1.27551	1.27635	1.27529	1.27599	2343	0	1
2024.01.12	16:05:00	1.27599	1.27616	1.27499	1.27506	2062	0	1
2024.01.12	16:10:00	1.27506	1.27544	1.27473	1.27528	1646	0	1
2024.01.12	16:15:00	1.27528	1.27593	1.27520	1.27574	1645	0	1
2024.01.12	16:20:00	1.27574	1.27652	1.27569	1.27639	1423	0	1
2024.01.12	16:25:00	1.27639	1.27669	1.27615	1.27665	1734	0	1
2024.01.12	16:30:00	1.27665	1.27744	1.27665	1.27712	2187	0	1
2024.01.12	16:35:00	1.27712	1.27801	1.27700	1.27757	2107	0	1
2024.01.12	16:40:00	1.27754	1.27801	1.27731	1.27774	2228	0	1
2024.01.12	16:45:00	1.27774	1.27816	1.27754	1.27756	2039	0	1
2024.01.12	16:50:00	1.27757	1.27760	1.27679	1.27695	1570	0	1
2024.01.12	16:55:00	1.27694	1.27729	1.27669	1.27685	2013	0	1
2024.01.12	17:00:00	1.27685	1.27784	1.27641	1.27759	2122	0	1
2024.01.12	17:05:00	1.27760	1.27858	1.27751	1.27833	2010	0	1
2024.01.12	17:10:00	1.27834	1.27841	1.27769	1.27795	1866	0	1
2024.01.12	17:15:00	1.27796	1.27843	1.27734	1.27743	1680	0	1
2024.01.12	17:20:00	1.27743	1.27845	1.27738	1.27840	1805	0	1
2024.01.12	17:25:00	1.27840	1.27854	1.27740	1.27763	1561	0	1
2024.01.12	17:30:00	1.27763	1.27809	1.27752	1.27801	1425	0	1
2024.01.12	17:35:00	1.27801	1.27813	1.27689	1.27698	1741	0	1
2024.01.12	17:40:00	1.27698	1.27734	1.27662	1.27697	1676	0	1
2024.01.12	17:45:00	1.27698	1.27727	1.27625	1.27635	2107	0	1
2024.01.12	17:50:00	1.27635	1.27637	1.27578	1.27617	1485	0	1
2024.01.12	17:55:00	1.27617	1.27645	1.27597	1.27615	1482	0	1
2024.01.12	18:00:00	1.27614	1.27689	1.27608	1.27657	1291	0	1
2024.01.12	18:05:00	1.27657	1.27680	1.27604	1.27634	1279	0	1
2024.01.12	18:10:00	1.27634	1.27646	1.27558	1.27581	1371	0	1
2024.01.12	18:15:00	1.27581	1.27619	1.27561	1.27592	1466	0	1
2024.01.12	18:20:00	1.27592	1.27599	1.27539	1.27564	1138	0	1
2024.01.12	18:25:00	1.27564	1.27624	1.27561	1.27620	1179	0	1
2024.01.12	18:30:00	1.27620	1.27637	1.27583	1.27606	1199	0	1
2024.01.12	18:35:00	1.27605	1.27614	1.27475	1.27499	1656	0	1
2024.01.12	18:40:00	1.27500	1.27509	1.27465	1.27478	1288	0	1
2024.01.12	18:45:00	1.27478	1.27485	1.27429	1.27436	1236	0	1
2024.01.12	18:50:00	1.27436	1.27482	1.27425	1.27475	1433	0	1
2024.01.12	18:55:00	1.27476	1.27480	1.27436	1.27436	1346	0	1
2024.01.12	19:00:00	1.27436	1.27446	1.27364	1.27375	1412	0	3
2024.01.12	19:05:00	1.27375	1.27378	1.27322	1.27337	1218	0	3
2024.01.12	19:10:00	1.27337	1.27389	1.27337	1.27377	1154	0	3
2024.01.12	19:15:00	1.27377	1.27409	1.27357	1.27385	1215	0	3
2024.01.12	19:20:00	1.27384	1.27423	1.27374	1.27386	1291	0	3
2024.01.12	19:25:00	1.27385	1.27414	1.27354	1.27410	866	0	3
2024.01.12	19:30:00	1.27410	1.27411	1.27367	1.27396	701	0	3
2024.01.12	19:35:00	1.27396	1.27409	1.27356	1.27397	674	0	3
2024.01.12	19:40:00	1.27397	1.27431	1.27375	1.27428	683	0	3
2024.01.12	19:45:00	1.27428	1.27430	1.27359	1.27382	614	0	3
2024.01.12	19:50:00	1.27382	1.27437	1.27370	1.27405	599	0	3
2024.01.12	19:55:00	1.27405	1.27410	1.27380	1.27393	552	0	3
2024.01.12	20:00:00	1.27394	1.27427	1.27351	1.27427	904	0	3
2024.01.12	20:05:00	1.27427	1.27449	1.27418	1.27419	935	0	3
2024.01.12	20:10:00	1.27419	1.27456	1.27416	1.27446	807	0	3
2024.01.12	20:15:00	1.27446	1.27466	1.27431	1.27441	826	0	3
2024.01.12	20:20:00	1.27441	1.27483	1.27434	1.27458	771	0	3
2024.01.12	20:25:00	1.27458	1.27482	1.27458	1.27475	617	0	3
2024.01.12	20:30:00	1.27475	1.27500	1.27441	1.27455	744	0	3
2024.01.12	20:35:00	1.27455	1.27481	1.27429	1.27457	529	0	3
2024.01.12	20:40:00	1.27457	1.27461	1.27435	1.27438	505	0	3
2024.01.12	20:45:00	1.27437	1.27473	1.27424	1.27472	566	0	3
2024.01.12	20:50:00	1.27472	1.27492	1.27463	1.27468	559	0	3
2024.01.12	20:55:00	1.27468	1.27500	1.27468	1.27488	509	0	3
2024.01.12	21:00:00	1.27487	1.27509	1.27484	1.27506	274	0	3
2024.01.12	21:05:00	1.27506	1.27535	1.27496	1.27516	474	0	3
2024.01.12	21:10:00	1.27516	1.27564	1.27507	1.27547	513	0	3
2024.01.12	21:15:00	1.27546	1.27551	1.27521	1.27527	468	0	3
2024.01.12	21:20:00	1.27527	1.27529	1.27491	1.27527	673	0	3
2024.01.12	21:25:00	1.27527	1.27544	1.27518	1.27529	553	0	3
2024.01.12	21:30:00	1.27529	1.27544	1.27507	1.27512	652	0	3
2024.01.12	21:35:00	1.27512	1.27513	1.27482	1.27497	468	0	3
2024.01.12	21:40:00	1.27496	1.27504	1.27453	1.27459	580	0	3
2024.01.12	21:45:00	1.27459	1.27496	1.27443	1.27495	536	0	3
2024.01.12	21:50:00	1.27495	1.27514	1.27485	1.27487	409	0	3
2024.01.12	21:55:00	1.27487	1.27487	1.27453	1.27477	428	0	3
2024.01.12	22:00:00	1.27476	1.27489	1.27458	1.27479	630	0	3
2024.01.12	22:05:00	1.27479	1.27496	1.27470	1.27474	727	0	3
2024.01.12	22:10:00	1.27470	1.27480	1.27459	1.27475	435	0	3
2024.01.12	22:15:00	1.27475	1.27485	1.27454	1.27462	690	0	3
2024.01.12	22:20:00	1.27462	1.27474	1.27426	1.27443	417	0	3
2024.01.12	22:25:00	1.27443	1.27473	1.27441	1.27464	365	0	3
2024.01.12	22:30:00	1.27464	1.27478	1.27453	1.27473	302	0	3
2024.01.12	22:35:00	1.27473	1.27485	1.27461	1.27471	317	0	3
2024.01.12	22:40:00	1.27471	1.27474	1.27451	1.27463	492	0	3
2024.01.12	22:45:00	1.27463	1.27477	1.27459	1.27463	403	0	3
2024.01.12	22:50:00	1.27463	1.27467	1.27444	1.27455	543	0	3
2024.01.12	22:55:00	1.27455	1.27456	1.27432	1.27439	655	0	3
2024.01.12	23:00:00	1.27440	1.27457	1.27430	1.27451	363	0	12
2024.01.12	23:05:00	1.27450	1.27470	1.27446	1.27457	286	0	17
2024.01.12	23:10:00	1.27456	1.27471	1.27456	1.27457	332	0	17
2024.01.12	23:15:00	1.27458	1.27478	1.27453	1.27478	253	0	17
2024.01.12	23:20:00	1.27478	1.27479	1.27457	1.27458	155	0	14
2024.01.12	23:25:00	1.27458	1.27461	1.27437	1.27453	212	0	14
2024.01.12	23:30:00	1.27455	1.27459	1.27437	1.27437	293	0	17
2024.01.12	23:35:00	1.27437	1.27459	1.27437	1.27458	205	0	16
2024.01.12	23:40:00	1.27457	1.27478	1.27457	1.27477	399	0	17
2024.01.12	23:45:00	1.27476	1.27498	1.27468	1.27488	527	0	15
2024.01.12	23:50:00	1.27487	1.27510	1.27478	1.27489	659	0	17
2024.01.12	23:55:00	1.27493	1.27536	1.27467	1.27516	319	0	6
2024.01.15	00:00:00	1.27327	1.27430	1.27270	1.27375	18	0	60
2024.01.15	00:05:00	1.27410	1.27489	1.27261	1.27367	27	0	19
2024.01.15	00:10:00	1.27367	1.27391	1.27367	1.27391	14	0	135
2024.01.15	00:15:00	1.27398	1.27455	1.27383	1.27449	361	0	99
2024.01.15	00:20:00	1.27449	1.27463	1.27426	1.27462	95	0	86
2024.01.15	00:25:00	1.27462	1.27492	1.27415	1.27415	103	0	21
2024.01.15	00:30:00	1.27416	1.27469	1.27415	1.27469	125	0	61
2024.01.15	00:35:00	1.27469	1.27487	1.27458	1.27473	27	0	26
2024.01.15	00:40:00	1.27473	1.27487	1.27459	1.27486	52	0	48
2024.01.15	00:45:00	1.27487	1.27499	1.27487	1.27498	121	0	42
2024.01.15	00:50:00	1.27498	1.27499	1.27491	1.27497	42	0	39
2024.01.15	00:55:00	1.27497	1.27498	1.27410	1.27482	347	0	26
2024.01.15	01:00:00	1.27483	1.27503	1.27385	1.27388	441	0	5
2024.01.15	01:05:00	1.27388	1.27395	1.27379	1.27390	147	0	5
2024.01.15	01:10:00	1.27390	1.27403	1.27383	1.27400	225	0	5
2024.01.15	01:15:00	1.27400	1.27400	1.27368	1.27376	244	0	5
2024.01.15	01:20:00	1.27375	1.27391	1.27362	1.27384	232	0	5
2024.01.15	01:25:00	1.27384	1.27391	1.27373	1.27382	110	0	5
2024.01.15	01:30:00	1.27382	1.27387	1.27372	1.27384	195	0	5
2024.01.15	01:35:00	1.27383	1.27390	1.27365	1.27376	241	0	5
2024.01.15	01:40:00	1.27376	1.27400	1.27373	1.27393	219	0	5
2024.01.15	01:45:00	1.27393	1.27393	1.27364	1.27373	314	0	5
2024.01.15	01:50:00	1.27372	1.27372	1.27354	1.27365	200	0	5
2024.01.15	01:55:00	1.27365	1.27366	1.27346	1.27355	155	0	5
2024.01.15	02:00:00	1.27355	1.27357	1.27319	1.27319	595	0	5
2024.01.15	02:05:00	1.27318	1.27326	1.27296	1.27316	489	0	5
2024.01.15	02:10:00	1.27316	1.27334	1.27305	1.27324	427	0	5
2024.01.15	02:15:00	1.27324	1.27329	1.27283	1.27314	498	0	5
2024.01.15	02:20:00	1.27313	1.27354	1.27304	1.27345	465	0	5
2024.01.15	02:25:00	1.27345	1.27348	1.27317	1.27322	394	0	5
2024.01.15	02:30:00	1.27321	1.27355	1.27315	1.27355	363	0	5
2024.01.15	02:35:00	1.27356	1.27373	1.27340	1.27343	500	0	5
2024.01.15	02:40:00	1.27343	1.27358	1.27340	1.27353	315	0	5
2024.01.15	02:45:00	1.27353	1.27377	1.27352	1.27353	546	0	5
2024.01.15	02:50:00	1.27353	1.27394	1.27350	1.27376	785	0	5
2024.01.15	02:55:00	1.27376	1.27387	1.27361	1.27386	799	0	5
2024.01.15	03:00:00	1.27386	1.27409	1.27379	1.27388	706	0	5
2024.01.15	03:05:00	1.27388	1.27405	1.27373	1.27396	476	0	5
2024.01.15	03:10:00	1.27394	1.27398	1.27348	1.27361	402	0	5
2024.01.15	03:15:00	1.27361	1.27366	1.27331	1.27339	365	0	5
2024.01.15	03:20:00	1.27339	1.27371	1.27334	1.27358	808	0	5
2024.01.15	03:25:00	1.27359	1.27373	1.27327	1.27328	791	0	5
2024.01.15	03:30:00	1.27328	1.27348	1.27314	1.27319	818	0	5
2024.01.15	03:35:00	1.27319	1.27363	1.27316	1.27358	729	0	5
2024.01.15	03:40:00	1.27357	1.27404	1.27356	1.27394	642	0	5
2024.01.15	03:45:00	1.27394	1.27394	1.27374	1.27384	471	0	5
2024.01.15	03:50:00	1.27385	1.27421	1.27376	1.27415	655	0	5
2024.01.15	03:55:00	1.27415	1.27439	1.27407	1.27418	647	0	5
2024.01.15	04:00:00	1.27417	1.27462	1.27417	1.27460	666	0	5
2024.01.15	04:05:00	1.27460	1.27484	1.27455	1.27473	493	0	5
2024.01.15	04:10:00	1.27473	1.27496	1.27468	1.27493	373	0	5
2024.01.15	04:15:00	1.27493	1.27536	1.27490	1.27528	581	0	5
2024.01.15	04:20:00	1.27528	1.27553	1.27519	1.27532	556	0	5
2024.01.15	04:25:00	1.27532	1.27554	1.27527	1.27553	284	0	5
2024.01.15	04:30:00	1.27553	1.27561	1.27538	1.27552	396	0	5
2024.01.15	04:35:00	1.27552	1.27586	1.27550	1.27581	472	0	5
2024.01.15	04:40:00	1.27582	1.27591	1.27568	1.27588	321	0	5
2024.01.15	04:45:00	1.27586	1.27611	1.27581	1.27590	378	0	5
2024.01.15	04:50:00	1.27590	1.27608	1.27575	1.27608	375	0	5
2024.01.15	04:55:00	1.27608	1.27634	1.27606	1.27617	687	0	5
2024.01.15	05:00:00	1.27617	1.27642	1.27612	1.27615	524	0	5
2024.01.15	05:05:00	1.27615	1.27623	1.27606	1.27614	452	0	5
2024.01.15	05:10:00	1.27614	1.27637	1.27610	1.27632	588	0	5
2024.01.15	05:15:00	1.27632	1.27639	1.27621	1.27637	573	0	5
2024.01.15	05:20:00	1.27637	1.27653	1.27635	1.27639	614	0	5
2024.01.15	05:25:00	1.27641	1.27644	1.27614	1.27615	319	0	5
2024.01.15	05:30:00	1.27616	1.27617	1.27563	1.27566	249	0	5
2024.01.15	05:35:00	1.27566	1.27593	1.27560	1.27590	391	0	5
2024.01.15	05:40:00	1.27591	1.27607	1.27583	1.27605	277	0	5
