<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.09.19	19:00:00	1.23901	1.23902	1.23855	1.23864	183	0	0
2023.09.19	19:05:00	1.23865	1.23876	1.23840	1.23870	242	0	1
2023.09.19	19:10:00	1.23870	1.23902	1.23843	1.23900	230	0	0
2023.09.19	19:15:00	1.23900	1.23904	1.23881	1.23897	170	0	2
2023.09.19	19:20:00	1.23897	1.23897	1.23873	1.23882	143	0	2
2023.09.19	19:25:00	1.23882	1.23886	1.23857	1.23863	155	0	1
2023.09.19	19:30:00	1.23862	1.23862	1.23838	1.23841	96	0	1
2023.09.19	19:35:00	1.23841	1.23852	1.23838	1.23841	197	0	1
2023.09.19	19:40:00	1.23840	1.23862	1.23839	1.23856	150	0	1
2023.09.19	19:45:00	1.23856	1.23870	1.23833	1.23870	204	0	0
2023.09.19	19:50:00	1.23870	1.23878	1.23842	1.23875	183	0	1
2023.09.19	19:55:00	1.23871	1.23882	1.23853	1.23868	145	0	1
2023.09.19	20:00:00	1.23868	1.23888	1.23858	1.23878	159	0	1
2023.09.19	20:05:00	1.23878	1.23880	1.23862	1.23864	129	0	3
2023.09.19	20:10:00	1.23862	1.23882	1.23860	1.23879	98	0	3
2023.09.19	20:15:00	1.23879	1.23912	1.23871	1.23882	142	0	1
2023.09.19	20:20:00	1.23882	1.23922	1.23879	1.23920	147	0	1
2023.09.19	20:25:00	1.23920	1.23939	1.23898	1.23938	127	0	2
2023.09.19	20:30:00	1.23938	1.23963	1.23938	1.23955	138	0	3
2023.09.19	20:35:00	1.23956	1.23965	1.23944	1.23955	131	0	3
2023.09.19	20:40:00	1.23955	1.23962	1.23932	1.23939	113	0	3
2023.09.19	20:45:00	1.23939	1.23958	1.23935	1.23953	109	0	3
2023.09.19	20:50:00	1.23953	1.23958	1.23931	1.23947	92	0	3
2023.09.19	20:55:00	1.23947	1.23947	1.23919	1.23926	94	0	1
2023.09.19	21:00:00	1.23926	1.23954	1.23920	1.23950	144	0	2
2023.09.19	21:05:00	1.23951	1.23953	1.23934	1.23935	93	0	3
2023.09.19	21:10:00	1.23934	1.23941	1.23919	1.23929	136	0	1
2023.09.19	21:15:00	1.23929	1.23933	1.23894	1.23917	129	0	3
2023.09.19	21:20:00	1.23917	1.23931	1.23912	1.23919	124	0	3
2023.09.19	21:25:00	1.23919	1.23921	1.23901	1.23902	121	0	2
2023.09.19	21:30:00	1.23901	1.23914	1.23896	1.23901	102	0	1
2023.09.19	21:35:00	1.23902	1.23941	1.23902	1.23931	146	0	2
2023.09.19	21:40:00	1.23931	1.23938	1.23916	1.23918	98	0	2
2023.09.19	21:45:00	1.23918	1.23920	1.23896	1.23910	185	0	3
2023.09.19	21:50:00	1.23910	1.23933	1.23894	1.23923	125	0	3
2023.09.19	21:55:00	1.23923	1.23924	1.23903	1.23905	169	0	2
2023.09.19	22:00:00	1.23905	1.23922	1.23898	1.23915	162	0	2
2023.09.19	22:05:00	1.23915	1.23946	1.23913	1.23934	136	0	3
2023.09.19	22:10:00	1.23935	1.23939	1.23925	1.23934	86	0	3
2023.09.19	22:15:00	1.23934	1.23934	1.23918	1.23921	108	0	4
2023.09.19	22:20:00	1.23921	1.23922	1.23899	1.23910	97	0	4
2023.09.19	22:25:00	1.23910	1.23925	1.23910	1.23917	92	0	4
2023.09.19	22:30:00	1.23914	1.23952	1.23913	1.23946	178	0	1
2023.09.19	22:35:00	1.23946	1.23962	1.23944	1.23949	128	0	1
2023.09.19	22:40:00	1.23950	1.23958	1.23941	1.23950	99	0	2
2023.09.19	22:45:00	1.23950	1.23957	1.23941	1.23955	200	0	1
2023.09.19	22:50:00	1.23956	1.23959	1.23939	1.23939	107	0	1
2023.09.19	22:55:00	1.23939	1.23958	1.23939	1.23954	177	0	1
2023.09.19	23:00:00	1.23953	1.23963	1.23928	1.23928	114	0	4
2023.09.19	23:05:00	1.23928	1.23931	1.23924	1.23928	62	0	5
2023.09.19	23:10:00	1.23928	1.23928	1.23921	1.23927	41	0	8
2023.09.19	23:15:00	1.23927	1.23930	1.23923	1.23929	20	0	7
2023.09.19	23:20:00	1.23929	1.23930	1.23919	1.23919	54	0	7
2023.09.19	23:25:00	1.23919	1.23922	1.23915	1.23917	47	0	5
2023.09.19	23:30:00	1.23917	1.23929	1.23904	1.23908	131	0	4
2023.09.19	23:35:00	1.23909	1.23918	1.23905	1.23916	102	0	6
2023.09.19	23:40:00	1.23916	1.23926	1.23915	1.23918	56	0	4
2023.09.19	23:45:00	1.23918	1.23918	1.23907	1.23907	139	0	8
2023.09.19	23:50:00	1.23908	1.23923	1.23907	1.23919	82	0	8
2023.09.19	23:55:00	1.23921	1.23921	1.23902	1.23908	96	0	6
2023.09.20	00:00:00	1.23842	1.23898	1.23820	1.23845	19	0	43
2023.09.20	00:05:00	1.23851	1.23876	1.23851	1.23851	14	0	58
2023.09.20	00:10:00	1.23852	1.23864	1.23852	1.23854	14	0	70
2023.09.20	00:15:00	1.23854	1.23913	1.23851	1.23851	19	0	19
2023.09.20	00:20:00	1.23911	1.23937	1.23851	1.23929	40	0	19
2023.09.20	00:25:00	1.23930	1.23935	1.23900	1.23927	55	0	19
2023.09.20	00:30:00	1.23928	1.23938	1.23913	1.23938	70	0	17
2023.09.20	00:35:00	1.23938	1.23938	1.23912	1.23937	30	0	17
2023.09.20	00:40:00	1.23925	1.23944	1.23914	1.23937	31	0	17
2023.09.20	00:45:00	1.23937	1.23939	1.23919	1.23925	25	0	17
2023.09.20	00:50:00	1.23922	1.23943	1.23904	1.23926	113	0	17
2023.09.20	00:55:00	1.23926	1.23937	1.23900	1.23930	46	0	17
2023.09.20	01:00:00	1.23928	1.23934	1.23897	1.23932	138	0	17
2023.09.20	01:05:00	1.23932	1.23933	1.23920	1.23923	44	0	16
2023.09.20	01:10:00	1.23922	1.23927	1.23919	1.23922	65	0	16
2023.09.20	01:15:00	1.23921	1.23924	1.23920	1.23924	132	0	16
2023.09.20	01:20:00	1.23924	1.23936	1.23921	1.23935	37	0	14
2023.09.20	01:25:00	1.23932	1.23940	1.23927	1.23938	53	0	12
2023.09.20	01:30:00	1.23943	1.23954	1.23941	1.23952	55	0	13
2023.09.20	01:35:00	1.23952	1.23964	1.23951	1.23963	43	0	16
2023.09.20	01:40:00	1.23963	1.23964	1.23934	1.23936	56	0	15
2023.09.20	01:45:00	1.23936	1.23945	1.23932	1.23938	54	0	13
2023.09.20	01:50:00	1.23938	1.23940	1.23924	1.23932	36	0	14
2023.09.20	01:55:00	1.23934	1.23934	1.23926	1.23931	17	0	14
2023.09.20	02:00:00	1.23931	1.23937	1.23920	1.23935	44	0	11
2023.09.20	02:05:00	1.23935	1.23936	1.23926	1.23934	32	0	12
2023.09.20	02:10:00	1.23935	1.23937	1.23927	1.23935	37	0	10
2023.09.20	02:15:00	1.23935	1.23937	1.23927	1.23935	21	0	9
2023.09.20	02:20:00	1.23935	1.23935	1.23928	1.23933	28	0	10
2023.09.20	02:25:00	1.23933	1.23937	1.23924	1.23926	69	0	10
2023.09.20	02:30:00	1.23925	1.23931	1.23923	1.23923	41	0	8
2023.09.20	02:35:00	1.23925	1.23926	1.23923	1.23926	18	0	8
2023.09.20	02:40:00	1.23926	1.23927	1.23924	1.23925	13	0	8
2023.09.20	02:45:00	1.23925	1.23932	1.23925	1.23926	19	0	8
2023.09.20	02:50:00	1.23926	1.23927	1.23925	1.23926	20	0	8
2023.09.20	02:55:00	1.23925	1.23927	1.23921	1.23924	32	0	8
2023.09.20	03:00:00	1.23924	1.23938	1.23906	1.23925	134	0	5
2023.09.20	03:05:00	1.23925	1.23927	1.23887	1.23895	92	0	4
2023.09.20	03:10:00	1.23894	1.23899	1.23875	1.23883	68	0	5
2023.09.20	03:15:00	1.23884	1.23904	1.23883	1.23894	70	0	3
2023.09.20	03:20:00	1.23894	1.23904	1.23894	1.23895	38	0	3
2023.09.20	03:25:00	1.23895	1.23920	1.23895	1.23917	49	0	6
2023.09.20	03:30:00	1.23917	1.23945	1.23915	1.23934	76	0	6
2023.09.20	03:35:00	1.23934	1.23948	1.23904	1.23907	68	0	6
2023.09.20	03:40:00	1.23905	1.23913	1.23885	1.23893	67	0	6
2023.09.20	03:45:00	1.23894	1.23904	1.23885	1.23894	66	0	6
2023.09.20	03:50:00	1.23894	1.23896	1.23876	1.23880	123	0	4
2023.09.20	03:55:00	1.23880	1.23905	1.23859	1.23894	220	0	4
2023.09.20	04:00:00	1.23894	1.23910	1.23887	1.23904	125	0	6
2023.09.20	04:05:00	1.23904	1.23924	1.23874	1.23924	124	0	3
2023.09.20	04:10:00	1.23924	1.23924	1.23884	1.23907	226	0	4
2023.09.20	04:15:00	1.23907	1.23919	1.23853	1.23875	270	0	4
2023.09.20	04:20:00	1.23875	1.23902	1.23868	1.23872	262	0	4
2023.09.20	04:25:00	1.23872	1.23883	1.23865	1.23882	102	0	6
2023.09.20	04:30:00	1.23882	1.23886	1.23856	1.23865	204	0	5
2023.09.20	04:35:00	1.23865	1.23875	1.23855	1.23868	131	0	5
2023.09.20	04:40:00	1.23868	1.23905	1.23862	1.23881	168	0	5
2023.09.20	04:45:00	1.23882	1.23882	1.23862	1.23866	144	0	6
2023.09.20	04:50:00	1.23866	1.23897	1.23866	1.23896	123	0	6
2023.09.20	04:55:00	1.23896	1.23908	1.23895	1.23896	36	0	5
2023.09.20	05:00:00	1.23896	1.23930	1.23896	1.23916	109	0	3
2023.09.20	05:05:00	1.23916	1.23916	1.23894	1.23898	104	0	7
2023.09.20	05:10:00	1.23899	1.23930	1.23892	1.23927	149	0	6
2023.09.20	05:15:00	1.23926	1.23929	1.23917	1.23927	82	0	8
2023.09.20	05:20:00	1.23927	1.23928	1.23896	1.23907	122	0	6
2023.09.20	05:25:00	1.23908	1.23909	1.23892	1.23902	73	0	7
2023.09.20	05:30:00	1.23901	1.23901	1.23876	1.23884	73	0	7
2023.09.20	05:35:00	1.23884	1.23914	1.23884	1.23900	73	0	4
2023.09.20	05:40:00	1.23899	1.23899	1.23886	1.23892	56	0	6
2023.09.20	05:45:00	1.23892	1.23905	1.23892	1.23902	93	0	6
2023.09.20	05:50:00	1.23902	1.23902	1.23872	1.23884	74	0	7
2023.09.20	05:55:00	1.23883	1.23885	1.23864	1.23865	89	0	8
2023.09.20	06:00:00	1.23865	1.23878	1.23859	1.23870	135	0	6
2023.09.20	06:05:00	1.23869	1.23880	1.23865	1.23866	56	0	6
2023.09.20	06:10:00	1.23865	1.23866	1.23848	1.23858	100	0	5
2023.09.20	06:15:00	1.23858	1.23874	1.23846	1.23873	102	0	8
2023.09.20	06:20:00	1.23873	1.23875	1.23858	1.23867	69	0	7
2023.09.20	06:25:00	1.23867	1.23880	1.23865	1.23868	94	0	5
2023.09.20	06:30:00	1.23867	1.23877	1.23847	1.23851	97	0	6
2023.09.20	06:35:00	1.23851	1.23854	1.23836	1.23837	58	0	7
2023.09.20	06:40:00	1.23837	1.23855	1.23825	1.23854	101	0	6
2023.09.20	06:45:00	1.23854	1.23854	1.23822	1.23829	96	0	6
2023.09.20	06:50:00	1.23828	1.23841	1.23822	1.23837	83	0	7
2023.09.20	06:55:00	1.23837	1.23867	1.23833	1.23856	106	0	6
2023.09.20	07:00:00	1.23856	1.23877	1.23855	1.23867	161	0	1
2023.09.20	07:05:00	1.23866	1.23870	1.23847	1.23849	91	0	2
2023.09.20	07:10:00	1.23849	1.23863	1.23847	1.23860	108	0	4
2023.09.20	07:15:00	1.23857	1.23880	1.23857	1.23879	92	0	2
2023.09.20	07:20:00	1.23878	1.23883	1.23876	1.23879	82	0	3
2023.09.20	07:25:00	1.23879	1.23885	1.23869	1.23869	177	0	1
2023.09.20	07:30:00	1.23869	1.23881	1.23869	1.23873	89	0	1
2023.09.20	07:35:00	1.23873	1.23893	1.23872	1.23879	86	0	2
2023.09.20	07:40:00	1.23879	1.23879	1.23859	1.23861	35	0	2
2023.09.20	07:45:00	1.23861	1.23874	1.23859	1.23870	116	0	1
2023.09.20	07:50:00	1.23871	1.23881	1.23869	1.23878	113	0	0
2023.09.20	07:55:00	1.23878	1.23883	1.23871	1.23881	79	0	2
2023.09.20	08:00:00	1.23881	1.23899	1.23879	1.23892	118	0	1
2023.09.20	08:05:00	1.23892	1.23905	1.23889	1.23890	67	0	1
2023.09.20	08:10:00	1.23890	1.23892	1.23881	1.23882	31	0	3
2023.09.20	08:15:00	1.23882	1.23888	1.23877	1.23881	50	0	3
2023.09.20	08:20:00	1.23881	1.23906	1.23880	1.23906	50	0	3
2023.09.20	08:25:00	1.23906	1.23920	1.23903	1.23910	51	0	2
2023.09.20	08:30:00	1.23910	1.23941	1.23910	1.23940	84	0	2
2023.09.20	08:35:00	1.23940	1.23941	1.23921	1.23939	100	0	2
2023.09.20	08:40:00	1.23937	1.23957	1.23931	1.23938	131	0	1
2023.09.20	08:45:00	1.23938	1.23938	1.23907	1.23910	157	0	1
2023.09.20	08:50:00	1.23910	1.23917	1.23860	1.23869	177	0	1
2023.09.20	08:55:00	1.23869	1.23890	1.23848	1.23866	432	0	1
2023.09.20	09:00:00	1.23865	1.23873	1.23329	1.23453	2825	0	0
2023.09.20	09:05:00	1.23449	1.23576	1.23425	1.23507	955	0	0
2023.09.20	09:10:00	1.23507	1.23600	1.23496	1.23593	893	0	1
2023.09.20	09:15:00	1.23594	1.23606	1.23535	1.23583	767	0	0
2023.09.20	09:20:00	1.23583	1.23620	1.23519	1.23520	523	0	1
2023.09.20	09:25:00	1.23520	1.23561	1.23511	1.23549	409	0	0
2023.09.20	09:30:00	1.23552	1.23554	1.23431	1.23484	606	0	0
2023.09.20	09:35:00	1.23490	1.23561	1.23485	1.23557	310	0	0
2023.09.20	09:40:00	1.23557	1.23648	1.23554	1.23626	435	0	1
2023.09.20	09:45:00	1.23628	1.23641	1.23562	1.23569	373	0	0
2023.09.20	09:50:00	1.23568	1.23575	1.23521	1.23542	337	0	0
2023.09.20	09:55:00	1.23542	1.23561	1.23533	1.23544	244	0	0
2023.09.20	10:00:00	1.23544	1.23561	1.23440	1.23471	529	0	0
2023.09.20	10:05:00	1.23471	1.23496	1.23441	1.23457	450	0	0
2023.09.20	10:10:00	1.23455	1.23470	1.23392	1.23412	513	0	0
2023.09.20	10:15:00	1.23409	1.23422	1.23375	1.23390	611	0	0
2023.09.20	10:20:00	1.23390	1.23406	1.23341	1.23356	374	0	1
2023.09.20	10:25:00	1.23358	1.23466	1.23358	1.23435	604	0	0
2023.09.20	10:30:00	1.23436	1.23485	1.23415	1.23441	399	0	0
2023.09.20	10:35:00	1.23442	1.23534	1.23441	1.23515	654	0	0
2023.09.20	10:40:00	1.23516	1.23592	1.23505	1.23542	578	0	0
2023.09.20	10:45:00	1.23542	1.23626	1.23538	1.23624	639	0	0
2023.09.20	10:50:00	1.23622	1.23636	1.23585	1.23632	504	0	0
2023.09.20	10:55:00	1.23632	1.23646	1.23598	1.23602	416	0	0
2023.09.20	11:00:00	1.23602	1.23602	1.23569	1.23589	411	0	0
2023.09.20	11:05:00	1.23590	1.23642	1.23588	1.23611	368	0	0
2023.09.20	11:10:00	1.23611	1.23611	1.23540	1.23560	225	0	0
2023.09.20	11:15:00	1.23560	1.23582	1.23550	1.23571	199	0	0
2023.09.20	11:20:00	1.23571	1.23652	1.23571	1.23644	316	0	0
2023.09.20	11:25:00	1.23644	1.23646	1.23607	1.23625	330	0	0
2023.09.20	11:30:00	1.23625	1.23707	1.23625	1.23687	347	0	0
2023.09.20	11:35:00	1.23687	1.23721	1.23672	1.23721	212	0	0
2023.09.20	11:40:00	1.23721	1.23723	1.23665	1.23668	148	0	0
2023.09.20	11:45:00	1.23668	1.23710	1.23665	1.23675	211	0	0
2023.09.20	11:50:00	1.23675	1.23687	1.23634	1.23646	237	0	0
2023.09.20	11:55:00	1.23646	1.23687	1.23629	1.23685	211	0	1
2023.09.20	12:00:00	1.23685	1.23723	1.23685	1.23715	251	0	0
2023.09.20	12:05:00	1.23714	1.23750	1.23697	1.23740	197	0	0
2023.09.20	12:10:00	1.23739	1.23739	1.23658	1.23701	282	0	0
2023.09.20	12:15:00	1.23702	1.23732	1.23673	1.23722	228	0	0
2023.09.20	12:20:00	1.23722	1.23730	1.23676	1.23684	174	0	0
2023.09.20	12:25:00	1.23684	1.23694	1.23662	1.23684	134	0	0
2023.09.20	12:30:00	1.23684	1.23753	1.23682	1.23751	281	0	0
2023.09.20	12:35:00	1.23751	1.23759	1.23722	1.23722	264	0	0
2023.09.20	12:40:00	1.23721	1.23731	1.23701	1.23728	227	0	0
2023.09.20	12:45:00	1.23729	1.23746	1.23708	1.23713	287	0	1
2023.09.20	12:50:00	1.23714	1.23742	1.23712	1.23726	185	0	0
2023.09.20	12:55:00	1.23726	1.23742	1.23723	1.23728	184	0	0
2023.09.20	13:00:00	1.23729	1.23765	1.23729	1.23736	313	0	0
2023.09.20	13:05:00	1.23736	1.23764	1.23735	1.23757	196	0	0
2023.09.20	13:10:00	1.23757	1.23768	1.23736	1.23743	171	0	0
2023.09.20	13:15:00	1.23743	1.23753	1.23726	1.23737	217	0	1
2023.09.20	13:20:00	1.23737	1.23748	1.23666	1.23674	208	0	0
2023.09.20	13:25:00	1.23674	1.23674	1.23619	1.23627	233	0	0
2023.09.20	13:30:00	1.23627	1.23650	1.23616	1.23644	179	0	1
2023.09.20	13:35:00	1.23644	1.23644	1.23577	1.23622	320	0	0
2023.09.20	13:40:00	1.23622	1.23646	1.23614	1.23629	342	0	1
2023.09.20	13:45:00	1.23629	1.23634	1.23608	1.23629	173	0	1
2023.09.20	13:50:00	1.23629	1.23658	1.23626	1.23639	167	0	2
2023.09.20	13:55:00	1.23639	1.23658	1.23630	1.23651	150	0	2
2023.09.20	14:00:00	1.23651	1.23654	1.23614	1.23645	304	0	0
2023.09.20	14:05:00	1.23646	1.23660	1.23593	1.23613	181	0	1
2023.09.20	14:10:00	1.23612	1.23629	1.23599	1.23626	239	0	1
2023.09.20	14:15:00	1.23626	1.23654	1.23613	1.23626	270	0	0
2023.09.20	14:20:00	1.23626	1.23658	1.23624	1.23649	241	0	1
2023.09.20	14:25:00	1.23649	1.23658	1.23636	1.23652	330	0	1
2023.09.20	14:30:00	1.23652	1.23667	1.23643	1.23659	305	0	1
2023.09.20	14:35:00	1.23658	1.23668	1.23638	1.23663	236	0	1
2023.09.20	14:40:00	1.23663	1.23674	1.23620	1.23632	157	0	0
2023.09.20	14:45:00	1.23632	1.23633	1.23609	1.23623	132	0	1
2023.09.20	14:50:00	1.23624	1.23632	1.23618	1.23626	151	0	1
2023.09.20	14:55:00	1.23627	1.23682	1.23626	1.23679	384	0	0
2023.09.20	15:00:00	1.23679	1.23701	1.23679	1.23694	448	0	0
2023.09.20	15:05:00	1.23695	1.23697	1.23673	1.23675	308	0	0
2023.09.20	15:10:00	1.23675	1.23697	1.23661	1.23693	247	0	0
2023.09.20	15:15:00	1.23694	1.23704	1.23644	1.23696	274	0	0
2023.09.20	15:20:00	1.23696	1.23715	1.23694	1.23711	339	0	2
2023.09.20	15:25:00	1.23711	1.23756	1.23705	1.23725	357	0	1
2023.09.20	15:30:00	1.23725	1.23726	1.23675	1.23696	264	0	1
2023.09.20	15:35:00	1.23696	1.23713	1.23667	1.23711	211	0	1
2023.09.20	15:40:00	1.23711	1.23742	1.23691	1.23741	315	0	0
2023.09.20	15:45:00	1.23741	1.23806	1.23741	1.23774	433	0	0
2023.09.20	15:50:00	1.23775	1.23794	1.23753	1.23769	321	0	1
2023.09.20	15:55:00	1.23769	1.23773	1.23741	1.23763	226	0	0
2023.09.20	16:00:00	1.23762	1.23835	1.23752	1.23830	318	0	1
2023.09.20	16:05:00	1.23830	1.23851	1.23826	1.23846	340	0	1
2023.09.20	16:10:00	1.23845	1.23894	1.23844	1.23853	301	0	0
2023.09.20	16:15:00	1.23853	1.23878	1.23824	1.23854	301	0	0
2023.09.20	16:20:00	1.23853	1.23887	1.23842	1.23881	194	0	1
2023.09.20	16:25:00	1.23882	1.23895	1.23837	1.23847	227	0	0
2023.09.20	16:30:00	1.23846	1.23924	1.23823	1.23924	429	0	0
2023.09.20	16:35:00	1.23924	1.23992	1.23908	1.23933	404	0	0
2023.09.20	16:40:00	1.23933	1.24022	1.23912	1.23964	433	0	0
2023.09.20	16:45:00	1.23964	1.24030	1.23945	1.23948	777	0	0
2023.09.20	16:50:00	1.23948	1.24013	1.23940	1.24006	452	0	0
2023.09.20	16:55:00	1.24006	1.24012	1.23927	1.23930	365	0	0
2023.09.20	17:00:00	1.23929	1.24082	1.23910	1.24035	535	0	0
2023.09.20	17:05:00	1.24035	1.24058	1.23971	1.24031	791	0	0
2023.09.20	17:10:00	1.24030	1.24091	1.24030	1.24049	692	0	0
2023.09.20	17:15:00	1.24049	1.24049	1.23957	1.24008	483	0	0
2023.09.20	17:20:00	1.24008	1.24037	1.23986	1.24001	380	0	0
2023.09.20	17:25:00	1.24000	1.24068	1.23989	1.24025	351	0	0
2023.09.20	17:30:00	1.24027	1.24092	1.24020	1.24080	505	0	0
2023.09.20	17:35:00	1.24079	1.24100	1.24052	1.24058	453	0	0
2023.09.20	17:40:00	1.24058	1.24079	1.24017	1.24018	482	0	0
2023.09.20	17:45:00	1.24018	1.24056	1.24012	1.24012	351	0	0
2023.09.20	17:50:00	1.24012	1.24037	1.23999	1.24018	333	0	0
2023.09.20	17:55:00	1.24018	1.24051	1.23984	1.23988	441	0	0
2023.09.20	18:00:00	1.23988	1.23998	1.23937	1.23948	636	0	0
2023.09.20	18:05:00	1.23948	1.23995	1.23927	1.23991	492	0	0
2023.09.20	18:10:00	1.23991	1.24046	1.23991	1.24027	339	0	0
2023.09.20	18:15:00	1.24027	1.24038	1.24015	1.24019	210	0	2
2023.09.20	18:20:00	1.24019	1.24021	1.23973	1.23977	247	0	0
2023.09.20	18:25:00	1.23977	1.23981	1.23936	1.23943	236	0	0
2023.09.20	18:30:00	1.23942	1.23982	1.23912	1.23932	500	0	0
2023.09.20	18:35:00	1.23933	1.23955	1.23918	1.23918	424	0	0
2023.09.20	18:40:00	1.23916	1.23924	1.23891	1.23902	210	0	0
2023.09.20	18:45:00	1.23902	1.23920	1.23890	1.23891	150	0	2
2023.09.20	18:50:00	1.23891	1.23894	1.23866	1.23875	239	0	0
2023.09.20	18:55:00	1.23875	1.23889	1.23852	1.23871	208	0	1
2023.09.20	19:00:00	1.23871	1.23935	1.23848	1.23923	416	0	0
2023.09.20	19:05:00	1.23924	1.23971	1.23923	1.23967	351	0	0
2023.09.20	19:10:00	1.23967	1.23978	1.23951	1.23969	239	0	1
2023.09.20	19:15:00	1.23969	1.24043	1.23963	1.24042	313	0	0
2023.09.20	19:20:00	1.24042	1.24092	1.24042	1.24082	189	0	1
2023.09.20	19:25:00	1.24082	1.24165	1.24082	1.24163	176	0	1
2023.09.20	19:30:00	1.24162	1.24171	1.24130	1.24164	149	0	1
2023.09.20	19:35:00	1.24164	1.24176	1.24146	1.24168	135	0	0
2023.09.20	19:40:00	1.24168	1.24212	1.24160	1.24195	251	0	0
2023.09.20	19:45:00	1.24195	1.24198	1.24165	1.24171	130	0	1
2023.09.20	19:50:00	1.24171	1.24199	1.24160	1.24160	178	0	0
2023.09.20	19:55:00	1.24160	1.24178	1.24148	1.24169	160	0	0
2023.09.20	20:00:00	1.24169	1.24169	1.24125	1.24128	123	0	1
2023.09.20	20:05:00	1.24129	1.24148	1.24111	1.24148	157	0	1
2023.09.20	20:10:00	1.24148	1.24148	1.24109	1.24118	117	0	1
2023.09.20	20:15:00	1.24118	1.24157	1.24110	1.24152	120	0	1
2023.09.20	20:20:00	1.24152	1.24161	1.24096	1.24096	158	0	2
2023.09.20	20:25:00	1.24097	1.24107	1.24087	1.24087	87	0	2
2023.09.20	20:30:00	1.24087	1.24094	1.24069	1.24077	143	0	1
2023.09.20	20:35:00	1.24077	1.24088	1.24052	1.24059	145	0	2
2023.09.20	20:40:00	1.24058	1.24076	1.24038	1.24057	188	0	1
2023.09.20	20:45:00	1.24057	1.24065	1.24033	1.24057	163	0	3
2023.09.20	20:50:00	1.24056	1.24080	1.24048	1.24063	193	0	2
2023.09.20	20:55:00	1.24063	1.24088	1.24029	1.24076	375	0	4
2023.09.20	21:00:00	1.24075	1.24076	1.23518	1.23575	2895	0	1
2023.09.20	21:05:00	1.23575	1.23783	1.23499	1.23607	2185	0	1
2023.09.20	21:10:00	1.23607	1.23708	1.23572	1.23632	1398	0	2
2023.09.20	21:15:00	1.23633	1.23732	1.23594	1.23696	1991	0	1
2023.09.20	21:20:00	1.23695	1.23744	1.23659	1.23730	1091	0	1
2023.09.20	21:25:00	1.23730	1.23799	1.23716	1.23743	869	0	2
2023.09.20	21:30:00	1.23743	1.23961	1.23689	1.23760	2772	0	1
2023.09.20	21:35:00	1.23760	1.23880	1.23747	1.23822	2091	0	2
2023.09.20	21:40:00	1.23823	1.23828	1.23698	1.23739	1444	0	1
2023.09.20	21:45:00	1.23739	1.23773	1.23607	1.23631	1407	0	1
2023.09.20	21:50:00	1.23631	1.23655	1.23550	1.23591	1075	0	3
2023.09.20	21:55:00	1.23592	1.23687	1.23584	1.23603	955	0	2
2023.09.20	22:00:00	1.23599	1.23650	1.23587	1.23607	901	0	1
2023.09.20	22:05:00	1.23607	1.23654	1.23572	1.23601	812	0	1
2023.09.20	22:10:00	1.23598	1.23612	1.23493	1.23497	745	0	1
2023.09.20	22:15:00	1.23496	1.23511	1.23469	1.23483	762	0	1
2023.09.20	22:20:00	1.23481	1.23540	1.23476	1.23534	658	0	1
2023.09.20	22:25:00	1.23533	1.23610	1.23531	1.23609	541	0	1
2023.09.20	22:30:00	1.23609	1.23612	1.23495	1.23503	405	0	2
2023.09.20	22:35:00	1.23503	1.23505	1.23458	1.23477	378	0	4
2023.09.20	22:40:00	1.23478	1.23511	1.23438	1.23443	394	0	1
2023.09.20	22:45:00	1.23443	1.23469	1.23432	1.23441	285	0	4
2023.09.20	22:50:00	1.23441	1.23447	1.23417	1.23421	182	0	1
2023.09.20	22:55:00	1.23422	1.23433	1.23383	1.23398	247	0	1
2023.09.20	23:00:00	1.23395	1.23402	1.23359	1.23364	162	0	4
2023.09.20	23:05:00	1.23364	1.23364	1.23318	1.23326	149	0	5
2023.09.20	23:10:00	1.23326	1.23363	1.23317	1.23353	155	0	4
2023.09.20	23:15:00	1.23353	1.23426	1.23346	1.23426	185	0	6
2023.09.20	23:20:00	1.23425	1.23445	1.23415	1.23432	92	0	5
2023.09.20	23:25:00	1.23432	1.23440	1.23416	1.23426	81	0	4
2023.09.20	23:30:00	1.23426	1.23444	1.23420	1.23442	70	0	6
2023.09.20	23:35:00	1.23442	1.23442	1.23426	1.23431	48	0	6
2023.09.20	23:40:00	1.23431	1.23432	1.23426	1.23427	32	0	8
2023.09.20	23:45:00	1.23427	1.23439	1.23422	1.23439	59	0	9
2023.09.20	23:50:00	1.23439	1.23453	1.23438	1.23442	85	0	6
2023.09.20	23:55:00	1.23430	1.23436	1.23425	1.23428	115	0	6
2023.09.21	00:00:00	1.23423	1.23429	1.23236	1.23250	20	0	28
2023.09.21	00:05:00	1.23260	1.23363	1.23260	1.23283	12	0	120
2023.09.21	00:10:00	1.23363	1.23403	1.23283	1.23347	39	0	87
2023.09.21	00:15:00	1.23409	1.23452	1.23357	1.23441	64	0	19
2023.09.21	00:20:00	1.23444	1.23454	1.23396	1.23436	178	0	19
2023.09.21	00:25:00	1.23429	1.23464	1.23397	1.23401	25	0	19
2023.09.21	00:30:00	1.23428	1.23472	1.23428	1.23457	69	0	17
2023.09.21	00:35:00	1.23434	1.23461	1.23408	1.23408	47	0	17
2023.09.21	00:40:00	1.23399	1.23468	1.23399	1.23430	69	0	17
